말id	전체 경기	통계1	통계2	통계3	통계4	통계5	승률	복승률	연승률
033748	13	0	4	1	1	2	0.0 	30.8 	38.5 
033666	18	1	4	0	2	1	5.6 	27.8 	27.8 
034238	12	0	3	0	1	0	0.0 	25.0 	25.0 
033337	8	0	0	0	0	0	0.0 	0.0 	0.0 
032269	17	1	1	1	1	1	5.9 	11.8 	17.6 
033644	23	2	3	5	1	5	8.7 	21.7 	43.5 
034346	26	2	2	3	3	4	7.7 	15.4 	26.9 
031896	23	0	1	3	4	2	0.0 	4.3 	17.4 
031716	32	0	4	3	3	4	0.0 	12.5 	21.9 
031330	19	1	1	1	1	4	5.3 	10.5 	15.8 
031822	12	2	1	2	0	0	16.7 	25.0 	41.7 
032546	6	0	0	1	0	1	0.0 	0.0 	16.7 
033536	18	0	0	3	1	3	0.0 	0.0 	16.7 
031407	15	0	0	2	2	0	0.0 	0.0 	13.3 
033632	13	0	0	0	0	2	0.0 	0.0 	0.0 
032528	1	0	0	0	0	0	0.0 	0.0 	0.0 
032311	1	0	0	0	0	0	0.0 	0.0 	0.0 
033738	15	8	3	2	0	0	53.3 	73.3 	86.7 
036524	10	1	1	0	0	1	10.0 	20.0 	20.0 
034452	4	1	0	1	0	0	25.0 	25.0 	50.0 
036494	27	0	1	1	6	2	0.0 	3.7 	7.4 
034815	29	5	4	3	2	3	17.2 	31.0 	41.4 
036371	8	1	0	0	1	1	12.5 	12.5 	12.5 
034755	22	0	3	1	4	2	0.0 	13.6 	18.2 
034736	23	1	0	2	1	2	4.3 	4.3 	13.0 
034636	10	0	0	0	2	1	0.0 	0.0 	0.0 
036535	8	0	0	0	0	1	0.0 	0.0 	0.0 
034770	5	0	0	0	0	0	0.0 	0.0 	0.0 
034858	24	2	1	1	1	1	8.3 	12.5 	16.7 
031732	35	3	1	3	4	0	8.6 	11.4 	20.0 
031952	13	0	2	1	0	0	0.0 	15.4 	23.1 
031557	7	1	1	1	1	2	14.3 	28.6 	42.9 
033878	23	5	0	4	3	2	21.7 	21.7 	39.1 
033481	8	1	0	0	0	1	12.5 	12.5 	12.5 
031876	16	2	3	1	0	4	12.5 	31.3 	37.5 
031880	10	1	1	0	0	1	10.0 	20.0 	20.0 
031838	18	0	1	2	2	5	0.0 	5.6 	16.7 
032307	27	1	1	3	1	3	3.7 	7.4 	18.5 
036463	15	2	0	0	0	1	13.3 	13.3 	13.3 
031539	9	5	3	0	1	0	55.6 	88.9 	88.9 
028619	31	4	3	2	3	3	12.9 	22.6 	29.0 
033314	27	6	7	5	0	2	22.2 	48.1 	66.7 
033447	29	3	9	2	5	1	10.3 	41.4 	48.3 
033430	32	5	5	5	2	3	15.6 	31.3 	46.9 
033282	22	3	5	3	5	2	13.6 	36.4 	50.0 
033336	10	1	2	1	0	2	10.0 	30.0 	40.0 
034403	27	2	4	2	3	1	7.4 	22.2 	29.6 
033355	7	0	0	1	0	0	0.0 	0.0 	14.3 
033372	22	0	3	3	1	0	0.0 	13.6 	27.3 
033185	6	0	0	0	0	1	0.0 	0.0 	0.0 
033204	6	0	1	0	0	1	0.0 	16.7 	16.7 
033816	7	0	0	0	0	0	0.0 	0.0 	0.0 
033475	4	0	0	0	0	0	0.0 	0.0 	0.0 
034294	20	3	2	2	2	0	15.0 	25.0 	35.0 
033215	10	1	2	3	1	2	10.0 	30.0 	60.0 
033157	33	2	3	1	6	5	6.1 	15.2 	18.2 
033150	35	4	5	3	4	4	11.4 	25.7 	34.3 
033999	11	0	2	1	1	2	0.0 	18.2 	27.3 
033387	23	2	6	2	2	1	8.7 	34.8 	43.5 
034390	28	1	3	4	2	3	3.6 	14.3 	28.6 
033718	10	0	0	0	0	0	0.0 	0.0 	0.0 
033540	32	0	5	2	4	3	0.0 	15.6 	21.9 
033650	23	2	3	0	1	2	8.7 	21.7 	21.7 
033501	27	4	1	0	2	3	14.8 	18.5 	18.5 
033433	24	2	1	3	2	4	8.3 	12.5 	25.0 
034128	20	1	0	3	0	3	5.0 	5.0 	20.0 
033896	16	1	0	0	1	0	6.3 	6.3 	6.3 
032518	4	1	2	0	0	0	25.0 	75.0 	75.0 
033824	30	4	4	5	3	1	13.3 	26.7 	43.3 
034064	16	2	2	1	3	1	12.5 	25.0 	31.3 
031328	4	0	0	2	1	1	0.0 	0.0 	50.0 
032495	7	0	2	2	0	2	0.0 	28.6 	57.1 
033676	32	2	4	4	2	5	6.3 	18.8 	31.3 
032131	26	0	1	3	1	2	0.0 	3.8 	15.4 
031422	24	1	0	3	2	2	4.2 	4.2 	16.7 
031710	7	0	0	0	0	0	0.0 	0.0 	0.0 
034867	15	3	1	0	2	4	20.0 	26.7 	26.7 
034798	29	0	0	2	1	6	0.0 	0.0 	6.9 
034505	13	2	2	1	1	0	15.4 	30.8 	38.5 
034857	37	1	3	5	3	4	2.7 	10.8 	24.3 
036364	11	0	0	0	0	2	0.0 	0.0 	0.0 
036392	11	0	0	0	0	0	0.0 	0.0 	0.0 
036440	26	1	1	2	3	5	3.8 	7.7 	15.4 
031906	15	3	4	2	1	3	20.0 	46.7 	60.0 
033396	22	5	3	4	4	2	22.7 	36.4 	54.5 
030352	31	0	2	1	2	2	0.0 	6.5 	9.7 
032026	17	1	1	0	1	0	5.9 	11.8 	11.8 
032167	44	3	1	8	4	8	6.8 	9.1 	27.3 
032298	17	1	0	1	2	0	5.9 	5.9 	11.8 
032288	22	3	1	2	2	1	13.6 	18.2 	27.3 
034278	25	3	3	2	4	2	12.0 	24.0 	32.0 
032248	38	2	6	1	7	3	5.3 	21.1 	23.7 
032174	14	0	0	3	3	0	0.0 	0.0 	21.4 
033312	5	0	2	0	0	0	0.0 	40.0 	40.0 
031423	8	0	1	2	3	0	0.0 	12.5 	37.5 
031815	17	4	5	1	0	3	23.5 	52.9 	58.8 
032563	20	5	5	1	3	1	25.0 	50.0 	55.0 
034471	17	7	2	0	1	0	41.2 	52.9 	52.9 
032258	31	15	11	3	2	0	48.4 	83.9 	93.5 
027510	67	6	4	11	9	10	9.0 	14.9 	31.3 
028633	42	8	2	5	7	7	19.0 	23.8 	35.7 
030602	21	10	4	0	1	1	47.6 	66.7 	66.7 
032698	44	6	4	6	7	1	13.6 	22.7 	36.4 
034756	11	1	1	0	1	1	9.1 	18.2 	18.2 
032947	22	2	2	3	0	2	9.1 	18.2 	31.8 
034079	18	3	0	3	1	1	16.7 	16.7 	33.3 
034143	11	2	2	2	2	0	18.2 	36.4 	54.5 
033564	51	2	3	5	4	5	3.9 	9.8 	19.6 
034234	20	1	2	0	1	4	5.0 	15.0 	15.0 
033462	14	2	1	0	0	2	14.3 	21.4 	21.4 
034112	17	1	4	1	0	0	5.9 	29.4 	35.3 
034261	39	1	1	6	1	6	2.6 	5.1 	20.5 
034322	39	1	1	1	7	4	2.6 	5.1 	7.7 
034048	17	0	2	0	2	1	0.0 	11.8 	11.8 
033224	7	2	0	3	0	0	28.6 	28.6 	71.4 
033809	23	3	4	5	0	1	13.0 	30.4 	52.2 
033137	25	1	6	3	5	3	4.0 	28.0 	40.0 
034297	18	2	2	2	4	2	11.1 	22.2 	33.3 
033371	35	2	2	9	6	4	5.7 	11.4 	37.1 
033762	37	3	0	3	4	3	8.1 	8.1 	16.2 
034144	27	0	0	0	0	1	0.0 	0.0 	0.0 
033614	19	1	1	0	0	4	5.3 	10.5 	10.5 
034319	6	0	0	0	0	0	0.0 	0.0 	0.0 
033974	22	1	0	2	2	2	4.5 	4.5 	13.6 
034106	25	1	2	2	3	4	4.0 	12.0 	20.0 
032270	10	0	4	1	1	0	0.0 	40.0 	50.0 
032574	14	0	0	3	0	1	0.0 	0.0 	21.4 
031833	22	0	4	1	4	0	0.0 	18.2 	22.7 
034121	13	2	3	0	2	1	15.4 	38.5 	38.5 
032612	9	0	2	1	0	1	0.0 	22.2 	33.3 
031560	20	1	0	1	3	3	5.0 	5.0 	10.0 
031681	9	0	0	0	0	2	0.0 	0.0 	0.0 
032052	8	0	0	1	0	0	0.0 	0.0 	12.5 
031468	7	0	0	0	0	0	0.0 	0.0 	0.0 
034396	22	4	3	1	2	3	18.2 	31.8 	36.4 
033199	37	3	4	3	4	2	8.1 	18.9 	27.0 
034741	4	1	0	1	0	1	25.0 	25.0 	50.0 
036430	28	0	4	4	2	5	0.0 	14.3 	28.6 
036491	37	2	8	6	4	2	5.4 	27.0 	43.2 
036506	26	1	4	1	3	3	3.8 	19.2 	23.1 
036526	20	0	0	0	0	4	0.0 	0.0 	0.0 
034854	32	2	1	5	6	3	6.3 	9.4 	25.0 
034872	19	1	2	2	1	2	5.3 	15.8 	26.3 
036382	38	2	3	0	3	3	5.3 	13.2 	13.2 
036522	3	0	0	0	0	0	0.0 	0.0 	0.0 
036423	26	1	2	1	0	1	3.8 	11.5 	15.4 
034085	39	4	3	4	4	6	10.3 	17.9 	28.2 
032529	11	1	1	2	0	1	9.1 	18.2 	36.4 
031616	31	5	5	2	3	1	16.1 	32.3 	38.7 
032407	23	1	4	1	1	6	4.3 	21.7 	26.1 
033304	26	3	5	5	2	2	11.5 	30.8 	50.0 
032208	30	5	3	1	4	2	16.7 	26.7 	30.0 
031610	14	1	0	0	0	0	7.1 	7.1 	7.1 
031727	8	1	1	0	0	2	12.5 	25.0 	25.0 
032196	18	3	1	3	3	1	16.7 	22.2 	38.9 
032625	18	2	3	2	2	4	11.1 	27.8 	38.9 
032116	26	3	2	4	3	3	11.5 	19.2 	34.6 
032090	18	2	3	3	1	1	11.1 	27.8 	44.4 
031719	32	7	7	1	5	1	21.9 	43.8 	46.9 
031521	27	7	3	3	1	0	25.9 	37.0 	48.1 
029571	21	4	3	2	0	3	19.0 	33.3 	42.9 
034813	11	4	2	0	2	0	36.4 	54.5 	54.5 
034747	26	3	6	3	2	2	11.5 	34.6 	46.2 
034590	28	1	3	6	4	1	3.6 	14.3 	35.7 
034585	33	4	1	3	5	3	12.1 	15.2 	24.2 
032779	24	1	0	1	1	3	4.2 	4.2 	8.3 
028735	37	2	5	3	6	3	5.4 	18.9 	27.0 
024630	68	9	9	10	8	4	13.2 	26.5 	41.2 
029511	21	5	3	2	0	3	23.8 	38.1 	47.6 
031103	36	4	6	2	1	3	11.1 	27.8 	33.3 
033835	3	3	0	0	0	0	100.0 	100.0 	100.0 
031869	21	3	1	2	7	1	14.3 	19.0 	28.6 
031415	16	1	1	0	0	2	6.3 	12.5 	12.5 
031671	31	3	5	4	6	1	9.7 	25.8 	38.7 
033196	23	0	2	5	1	3	0.0 	8.7 	30.4 
033189	10	0	1	1	1	3	0.0 	10.0 	20.0 
033586	26	1	0	4	3	4	3.8 	3.8 	19.2 
033440	21	1	0	2	3	1	4.8 	4.8 	14.3 
034263	23	0	5	4	7	1	0.0 	21.7 	39.1 
033470	8	0	0	0	1	0	0.0 	0.0 	0.0 
032025	12	0	0	0	0	0	0.0 	0.0 	0.0 
031480	3	0	0	0	0	0	0.0 	0.0 	0.0 
032572	10	0	0	0	0	1	0.0 	0.0 	0.0 
033599	12	3	5	2	0	0	25.0 	66.7 	83.3 
032551	14	1	0	2	1	1	7.1 	7.1 	21.4 
034374	13	3	2	1	3	0	23.1 	38.5 	46.2 
031439	9	0	0	0	2	1	0.0 	0.0 	0.0 
032182	14	0	2	0	0	0	0.0 	14.3 	14.3 
032336	11	0	2	0	0	2	0.0 	18.2 	18.2 
032315	18	0	0	0	0	1	0.0 	0.0 	0.0 
031396	11	0	1	0	0	2	0.0 	9.1 	9.1 
031863	8	0	0	0	0	0	0.0 	0.0 	0.0 
034392	37	2	3	2	9	3	5.4 	13.5 	18.9 
034101	30	2	1	3	4	2	6.7 	10.0 	20.0 
033800	18	5	1	0	2	2	27.8 	33.3 	33.3 
031399	12	1	1	1	3	3	8.3 	16.7 	25.0 
033881	5	0	0	0	0	0	0.0 	0.0 	0.0 
032089	14	0	1	2	1	3	0.0 	7.1 	21.4 
033677	6	0	0	0	0	0	0.0 	0.0 	0.0 
032547	3	0	0	0	0	0	0.0 	0.0 	0.0 
033321	22	4	2	3	1	5	18.2 	27.3 	40.9 
032550	16	4	0	2	1	2	25.0 	25.0 	37.5 
033307	12	1	0	3	2	2	8.3 	8.3 	33.3 
034169	11	1	0	0	0	2	9.1 	9.1 	9.1 
032567	22	1	0	2	0	2	4.5 	4.5 	13.6 
033815	29	2	2	4	5	0	6.9 	13.8 	27.6 
031897	4	0	0	0	0	0	0.0 	0.0 	0.0 
034413	38	4	1	4	5	4	10.5 	13.2 	23.7 
033729	14	1	0	1	1	0	7.1 	7.1 	14.3 
031887	10	1	0	1	2	0	10.0 	10.0 	20.0 
031413	14	1	0	1	1	1	7.1 	7.1 	14.3 
031644	32	5	4	5	2	1	15.6 	28.1 	43.8 
034742	26	1	2	0	1	2	3.8 	11.5 	11.5 
034587	6	0	0	2	1	0	0.0 	0.0 	33.3 
034780	20	0	2	1	1	2	0.0 	10.0 	15.0 
034861	12	0	0	1	1	1	0.0 	0.0 	8.3 
034812	11	0	0	0	0	1	0.0 	0.0 	0.0 
036461	5	0	0	0	0	0	0.0 	0.0 	0.0 
033895	16	1	1	1	3	2	6.3 	12.5 	18.8 
031452	19	2	2	1	3	1	10.5 	21.1 	26.3 
031339	29	0	2	1	5	3	0.0 	6.9 	10.3 
032484	18	1	0	1	1	3	5.6 	5.6 	11.1 
034697	16	4	2	1	2	2	25.0 	37.5 	43.8 
032955	33	2	2	3	4	3	6.1 	12.1 	21.2 
031503	18	5	0	1	0	2	27.8 	27.8 	33.3 
032870	19	2	3	4	0	1	10.5 	26.3 	47.4 
030439	39	3	1	5	4	4	7.7 	10.3 	23.1 
031424	21	3	5	2	3	3	14.3 	38.1 	47.6 
033423	20	1	0	1	1	4	5.0 	5.0 	10.0 
034182	29	2	3	1	3	0	6.9 	17.2 	20.7 
034331	8	2	0	1	0	1	25.0 	25.0 	37.5 
033954	1	0	0	0	1	0	0.0 	0.0 	0.0 
034391	13	5	0	1	2	1	38.5 	38.5 	46.2 
034068	5	0	0	0	0	0	0.0 	0.0 	0.0 
033200	41	2	4	0	3	3	4.9 	14.6 	14.6 
034187	37	4	2	4	5	9	10.8 	16.2 	27.0 
033154	8	0	2	0	0	0	0.0 	25.0 	25.0 
033474	39	2	3	3	3	4	5.1 	12.8 	20.5 
033358	7	1	0	2	1	0	14.3 	14.3 	42.9 
033508	24	5	2	2	1	3	20.8 	29.2 	37.5 
033230	6	0	0	0	0	0	0.0 	0.0 	0.0 
033517	31	3	3	1	1	3	9.7 	19.4 	22.6 
034258	27	3	0	2	2	4	11.1 	11.1 	18.5 
033964	15	2	1	0	0	3	13.3 	20.0 	20.0 
033926	33	1	3	2	6	4	3.0 	12.1 	18.2 
034233	13	1	0	1	0	1	7.7 	7.7 	15.4 
034272	5	0	0	0	0	0	0.0 	0.0 	0.0 
033740	14	1	1	0	0	1	7.1 	14.3 	14.3 
032494	52	1	3	4	11	3	1.9 	7.7 	15.4 
032214	33	3	1	1	4	4	9.1 	12.1 	15.2 
031928	7	1	1	1	1	1	14.3 	28.6 	42.9 
032205	23	1	0	2	1	2	4.3 	4.3 	13.0 
030150	8	0	0	1	0	2	0.0 	0.0 	12.5 
031725	9	0	0	0	1	0	0.0 	0.0 	0.0 
032441	7	0	0	1	0	1	0.0 	0.0 	14.3 
036391	10	2	0	0	1	3	20.0 	20.0 	20.0 
036493	12	0	3	2	1	1	0.0 	25.0 	41.7 
036386	22	1	2	1	0	4	4.5 	13.6 	18.2 
036384	13	0	0	1	1	1	0.0 	0.0 	7.7 
034588	2	0	0	0	0	0	0.0 	0.0 	0.0 
034876	8	0	0	0	0	1	0.0 	0.0 	0.0 
034625	3	0	0	0	0	0	0.0 	0.0 	0.0 
033242	13	5	2	1	1	1	38.5 	53.8 	61.5 
031778	31	0	4	3	6	1	0.0 	12.9 	22.6 
033319	24	7	2	4	1	0	29.2 	37.5 	54.2 
032215	26	3	3	5	2	0	11.5 	23.1 	42.3 
033238	12	3	2	0	1	1	25.0 	41.7 	41.7 
033240	27	5	2	2	2	2	18.5 	25.9 	33.3 
034093	20	5	5	2	1	2	25.0 	50.0 	60.0 
036488	38	6	11	6	8	2	15.8 	44.7 	60.5 
036503	11	1	0	2	3	0	9.1 	9.1 	27.3 
036486	26	2	3	4	1	6	7.7 	19.2 	34.6 
034881	18	1	1	3	2	1	5.6 	11.1 	27.8 
034859	33	4	2	6	3	3	12.1 	18.2 	36.4 
036496	9	0	0	1	1	0	0.0 	0.0 	11.1 
034882	20	1	2	3	0	1	5.0 	15.0 	30.0 
031983	8	3	1	1	0	2	37.5 	50.0 	62.5 
034746	12	1	2	4	4	1	8.3 	25.0 	58.3 
036492	28	2	2	2	1	2	7.1 	14.3 	21.4 
036490	14	2	4	0	1	2	14.3 	42.9 	42.9 
034751	17	2	0	1	0	3	11.8 	11.8 	17.6 
031595	27	2	1	4	3	4	7.4 	11.1 	25.9 
032296	10	1	0	0	1	0	10.0 	10.0 	10.0 
034678	22	1	4	1	1	6	4.5 	22.7 	27.3 
034023	2	1	0	0	0	0	50.0 	50.0 	50.0 
033362	29	3	5	6	2	4	10.3 	27.6 	48.3 
034405	29	3	6	3	8	0	10.3 	31.0 	41.4 
033418	18	0	1	2	0	2	0.0 	5.6 	16.7 
034332	2	0	0	0	0	0	0.0 	0.0 	0.0 
034051	33	0	2	5	5	4	0.0 	6.1 	21.2 
034376	16	2	0	1	1	4	12.5 	12.5 	18.8 
033668	10	1	0	0	0	2	10.0 	10.0 	10.0 
033942	14	0	0	0	1	1	0.0 	0.0 	0.0 
034789	2	0	0	0	1	0	0.0 	0.0 	0.0 
032312	14	1	1	0	0	1	7.1 	14.3 	14.3 
033855	15	0	1	2	2	1	0.0 	6.7 	20.0 
033268	7	1	1	2	0	1	14.3 	28.6 	57.1 
031752	3	0	1	0	0	0	0.0 	33.3 	33.3 
032580	16	0	1	2	0	2	0.0 	6.3 	18.8 
033441	10	0	1	0	0	1	0.0 	10.0 	10.0 
033193	11	0	1	0	1	1	0.0 	9.1 	9.1 
031816	19	4	1	1	3	2	21.1 	26.3 	31.6 
031831	27	1	3	2	1	3	3.7 	14.8 	22.2 
033897	23	5	1	2	0	3	21.7 	26.1 	34.8 
032453	9	1	0	0	0	2	11.1 	11.1 	11.1 
032001	13	1	1	0	0	1	7.7 	15.4 	15.4 
036387	37	5	4	8	4	3	13.5 	24.3 	45.9 
036497	28	1	1	2	1	1	3.6 	7.1 	14.3 
036383	36	4	2	3	6	8	11.1 	16.7 	25.0 
036534	5	0	0	1	0	1	0.0 	0.0 	20.0 
036507	12	1	1	0	3	0	8.3 	16.7 	16.7 
034834	21	0	0	5	1	0	0.0 	0.0 	23.8 
036422	17	1	4	1	0	2	5.9 	29.4 	35.3 
036458	27	2	4	3	2	0	7.4 	22.2 	33.3 
036532	24	2	0	1	0	2	8.3 	8.3 	12.5 
034822	5	0	0	0	0	0	0.0 	0.0 	0.0 
033241	21	3	2	3	3	2	14.3 	23.8 	38.1 
032439	19	3	5	1	0	4	15.8 	42.1 	47.4 
033566	19	11	6	1	1	0	57.9 	89.5 	94.7 
034214	29	7	5	2	2	3	24.1 	41.4 	48.3 
034094	26	7	2	1	2	1	26.9 	34.6 	38.5 
033909	18	7	5	1	1	2	38.9 	66.7 	72.2 
033226	26	4	1	2	5	4	15.4 	19.2 	26.9 
034254	26	9	4	3	0	0	34.6 	50.0 	61.5 
033153	24	6	3	2	0	2	25.0 	37.5 	45.8 
033273	38	3	6	4	3	3	7.9 	23.7 	34.2 
033571	22	4	4	3	2	1	18.2 	36.4 	50.0 
032297	24	6	6	2	2	3	25.0 	50.0 	58.3 
028339	30	5	3	1	4	5	16.7 	26.7 	30.0 
033313	10	1	0	3	0	1	10.0 	10.0 	40.0 
033492	15	0	2	1	3	1	0.0 	13.3 	20.0 
034140	14	0	0	2	1	2	0.0 	0.0 	14.3 
033891	13	1	0	1	2	2	7.7 	7.7 	15.4 
033434	13	1	0	2	0	0	7.7 	7.7 	23.1 
033682	4	0	0	0	1	1	0.0 	0.0 	0.0 
033749	31	1	2	2	3	6	3.2 	9.7 	16.1 
033472	4	0	0	0	0	0	0.0 	0.0 	0.0 
033683	24	7	5	1	1	2	29.2 	50.0 	54.2 
033756	39	7	7	4	1	2	17.9 	35.9 	46.2 
033267	7	0	1	2	0	0	0.0 	14.3 	42.9 
034109	15	2	0	0	3	0	13.3 	13.3 	13.3 
033522	24	0	3	3	0	7	0.0 	12.5 	25.0 
033354	17	1	0	2	4	1	5.9 	5.9 	17.6 
033583	17	0	1	2	3	1	0.0 	5.9 	17.6 
033197	27	5	1	1	0	2	18.5 	22.2 	25.9 
033149	6	0	0	0	0	0	0.0 	0.0 	0.0 
033144	40	2	5	5	1	5	5.0 	17.5 	30.0 
033804	19	0	6	2	3	0	0.0 	31.6 	42.1 
031416	9	0	1	0	0	2	0.0 	11.1 	11.1 
033398	17	2	6	2	1	2	11.8 	47.1 	58.8 
033227	11	1	0	1	1	0	9.1 	9.1 	18.2 
032565	6	1	0	0	1	1	16.7 	16.7 	16.7 
033656	28	4	2	0	3	2	14.3 	21.4 	21.4 
033850	6	1	1	0	0	0	16.7 	33.3 	33.3 
034823	14	1	2	4	1	1	7.1 	21.4 	50.0 
034659	16	2	2	3	0	0	12.5 	25.0 	43.8 
034862	23	1	0	1	1	2	4.3 	4.3 	8.7 
031536	25	3	2	5	1	2	12.0 	20.0 	40.0 
031428	10	2	2	1	1	1	20.0 	40.0 	50.0 
032197	15	3	1	1	3	3	20.0 	26.7 	33.3 
032497	18	1	1	1	0	2	5.6 	11.1 	16.7 
031620	15	1	0	1	0	0	6.7 	6.7 	13.3 
032075	11	3	1	2	0	1	27.3 	36.4 	54.5 
034460	35	6	4	2	4	4	17.1 	28.6 	34.3 
027596	39	5	5	4	1	3	12.8 	25.6 	35.9 
034750	31	3	6	0	4	2	9.7 	29.0 	29.0 
034684	11	0	2	1	2	2	0.0 	18.2 	27.3 
036531	25	4	3	2	3	3	16.0 	28.0 	36.0 
033399	19	3	1	2	1	2	15.8 	21.1 	31.6 
033493	10	1	1	0	1	3	10.0 	20.0 	20.0 
033158	38	2	5	3	3	0	5.3 	18.4 	26.3 
034033	42	1	2	2	2	1	2.4 	7.1 	11.9 
034265	16	1	3	3	0	3	6.3 	25.0 	43.8 
033255	21	0	2	1	1	3	0.0 	9.5 	14.3 
033757	13	8	0	2	1	1	61.5 	61.5 	76.9 
036385	4	2	0	0	0	1	50.0 	50.0 	50.0 
036370	23	1	2	3	4	2	4.3 	13.0 	26.1 
036525	7	0	1	0	0	0	0.0 	14.3 	14.3 
034911	16	3	5	2	0	2	18.8 	50.0 	62.5 
036468	25	5	0	3	1	1	20.0 	20.0 	32.0 
033454	17	4	3	0	1	1	23.5 	41.2 	41.2 
027913	25	4	6	2	0	2	16.0 	40.0 	48.0 
034196	5	1	0	0	2	0	20.0 	20.0 	20.0 
033212	22	2	3	2	3	0	9.1 	22.7 	31.8 
033338	3	0	0	0	0	0	0.0 	0.0 	0.0 
034379	28	1	6	4	5	2	3.6 	25.0 	39.3 
033256	14	0	2	0	1	0	0.0 	14.3 	14.3 
034837	6	0	0	0	1	0	0.0 	0.0 	0.0 
031709	10	0	2	1	0	0	0.0 	20.0 	30.0 
034055	15	1	0	0	0	1	6.7 	6.7 	6.7 
032072	5	1	0	0	1	0	20.0 	20.0 	20.0 
030195	10	0	0	0	2	0	0.0 	0.0 	0.0 
033159	28	3	4	2	2	5	10.7 	25.0 	32.1 
033506	24	4	7	4	0	3	16.7 	45.8 	62.5 
031692	28	5	4	4	2	1	17.9 	32.1 	46.4 
032570	39	2	10	3	4	6	5.1 	30.8 	38.5 
036500	39	1	3	5	4	6	2.6 	10.3 	23.1 
036499	27	2	2	2	1	0	7.4 	14.8 	22.2 
034749	4	0	0	0	0	0	0.0 	0.0 	0.0 
032406	23	2	3	0	3	2	8.7 	21.7 	21.7 
031792	23	1	7	5	1	0	4.3 	34.8 	56.5 
033324	41	5	4	7	6	3	12.2 	22.0 	39.0 
033452	4	0	0	0	0	1	0.0 	0.0 	0.0 
034288	36	2	1	4	4	5	5.6 	8.3 	19.4 
034325	11	0	2	0	2	2	0.0 	18.2 	18.2 
032931	4	0	0	0	0	0	0.0 	0.0 	0.0 
031390	13	0	0	0	0	0	0.0 	0.0 	0.0 
034778	21	1	0	3	4	1	4.8 	4.8 	19.0 
034655	12	1	1	1	0	0	8.3 	16.7 	25.0 
036489	9	0	0	0	0	1	0.0 	0.0 	0.0 
032192	13	0	3	2	2	0	0.0 	23.1 	38.5 
031701	5	1	0	1	0	1	20.0 	20.0 	40.0 
030287	18	6	2	1	3	1	33.3 	44.4 	50.0 
032568	29	11	4	3	3	0	37.9 	51.7 	62.1 
030202	34	6	3	1	3	4	17.6 	26.5 	29.4 
028774	50	3	4	5	8	6	6.0 	14.0 	24.0 
032517	18	4	3	2	0	0	22.2 	38.9 	50.0 
032490	11	3	4	1	2	0	27.3 	63.6 	72.7 
033479	1	0	0	0	0	1	0.0 	0.0 	0.0 
034253	10	1	0	1	0	0	10.0 	10.0 	20.0 
033570	37	2	3	2	2	1	5.4 	13.5 	18.9 
033254	6	0	0	0	2	0	0.0 	0.0 	0.0 
033519	20	2	0	1	3	3	10.0 	10.0 	15.0 
034264	18	3	4	2	4	0	16.7 	38.9 	50.0 
034383	22	0	2	1	0	1	0.0 	9.1 	13.6 
034179	32	2	2	6	4	5	6.3 	12.5 	31.3 
031674	9	0	0	0	3	0	0.0 	0.0 	0.0 
031375	3	0	0	0	0	0	0.0 	0.0 	0.0 
031746	13	2	1	1	1	1	15.4 	23.1 	30.8 
032096	9	0	0	0	0	0	0.0 	0.0 	0.0 
033195	31	4	6	4	2	4	12.9 	32.3 	45.2 
036470	21	1	0	1	1	3	4.8 	4.8 	9.5 
031567	13	1	3	3	0	1	7.7 	30.8 	53.8 
032198	16	2	1	1	0	1	12.5 	18.8 	25.0 
032082	10	1	0	0	0	1	10.0 	10.0 	10.0 
031861	12	1	1	0	1	3	8.3 	16.7 	16.7 
032566	9	2	0	1	1	0	22.2 	22.2 	33.3 
033323	26	2	2	3	3	3	7.7 	15.4 	26.9 
033295	10	0	0	1	0	1	0.0 	0.0 	10.0 
031794	2	0	0	0	0	0	0.0 	0.0 	0.0 
036432	24	2	0	2	2	2	8.3 	8.3 	16.7 
036431	9	0	0	0	1	1	0.0 	0.0 	0.0 
033944	3	2	0	1	0	0	66.7 	66.7 	100.0 
033572	9	3	1	4	1	0	33.3 	44.4 	88.9 
033657	33	4	6	2	0	2	12.1 	30.3 	36.4 
033259	1	0	0	0	0	0	0.0 	0.0 	0.0 
034207	33	2	4	2	4	8	6.1 	18.2 	24.2 
036521	32	3	3	6	3	5	9.4 	18.8 	37.5 
034865	24	1	3	2	1	2	4.2 	16.7 	25.0 
034740	3	0	0	0	0	0	0.0 	0.0 	0.0 
032281	19	2	2	2	3	1	10.5 	21.1 	31.6 
031721	8	0	0	3	0	0	0.0 	0.0 	37.5 
034158	16	2	4	3	0	2	12.5 	37.5 	56.3 
033432	8	1	0	1	1	1	12.5 	12.5 	25.0 
034142	28	3	2	3	2	3	10.7 	17.9 	28.6 
031711	25	2	4	3	5	2	8.0 	24.0 	36.0 
032292	22	2	3	1	3	0	9.1 	22.7 	27.3 
034038	1	0	0	0	0	0	0.0 	0.0 	0.0 
033736	2	0	0	0	0	0	0.0 	0.0 	0.0 
031758	2	0	0	0	0	0	0.0 	0.0 	0.0 
033340	3	0	0	0	0	0	0.0 	0.0 	0.0 
033468	12	1	0	1	0	1	8.3 	8.3 	16.7 
032445	6	0	0	0	0	0	0.0 	0.0 	0.0 
033659	1	0	0	0	0	0	0.0 	0.0 	0.0 
032230	6	1	0	0	2	0	16.7 	16.7 	16.7 
