말id	전체 경기	통계1	통계2	통계3	통계4	통계5	승률	복승률	연승률
024822	25	7	1	0	4	0	28.0 	32.0 	32.0 
025340	41	2	4	3	5	7	4.9 	14.6 	22.0 
024504	9	0	0	0	0	1	0.0 	0.0 	0.0 
024526	20	0	0	0	0	1	0.0 	0.0 	0.0 
024906	33	4	3	3	5	3	12.1 	21.2 	30.3 
027343	26	5	2	4	2	3	19.2 	26.9 	42.3 
025667	20	1	4	5	3	0	5.0 	25.0 	50.0 
025657	11	0	0	0	0	0	0.0 	0.0 	0.0 
023129	26	5	3	4	2	1	19.2 	30.8 	46.2 
025075	9	2	0	0	0	1	22.2 	22.2 	22.2 
022572	19	5	3	2	0	0	26.3 	42.1 	52.6 
022978	2	0	1	0	0	0	0.0 	50.0 	50.0 
022254	21	2	1	1	1	2	9.5 	14.3 	19.0 
023357	10	0	0	0	0	0	0.0 	0.0 	0.0 
024104	18	2	3	0	0	1	11.1 	27.8 	27.8 
020879	2	0	0	0	0	0	0.0 	0.0 	0.0 
024682	31	10	6	2	4	4	32.3 	51.6 	58.1 
024560	14	0	0	0	0	2	0.0 	0.0 	0.0 
025231	13	0	1	0	2	2	0.0 	7.7 	7.7 
025165	12	0	0	0	0	0	0.0 	0.0 	0.0 
024754	21	2	2	2	3	3	9.5 	19.0 	28.6 
025256	8	0	0	0	1	2	0.0 	0.0 	0.0 
024962	4	0	0	0	0	0	0.0 	0.0 	0.0 
025083	17	0	0	1	0	1	0.0 	0.0 	5.9 
024705	25	1	3	1	4	3	4.0 	16.0 	20.0 
024530	16	2	0	3	0	3	12.5 	12.5 	31.3 
025294	22	2	2	4	1	2	9.1 	18.2 	36.4 
024314	25	3	0	6	1	2	12.0 	12.0 	36.0 
024958	7	0	0	0	0	0	0.0 	0.0 	0.0 
025189	30	1	0	2	4	5	3.3 	3.3 	10.0 
024869	20	3	3	0	2	2	15.0 	30.0 	30.0 
024287	29	3	3	5	6	3	10.3 	20.7 	37.9 
024194	20	1	0	0	4	0	5.0 	5.0 	5.0 
027366	4	1	1	0	1	0	25.0 	50.0 	50.0 
027287	12	3	1	1	0	0	25.0 	33.3 	41.7 
027208	8	0	2	0	0	2	0.0 	25.0 	25.0 
025522	31	3	1	6	5	3	9.7 	12.9 	32.3 
022977	9	3	2	2	1	0	33.3 	55.6 	77.8 
025669	9	1	2	2	1	0	11.1 	33.3 	55.6 
023268	25	5	3	4	0	3	20.0 	32.0 	48.0 
024482	10	2	2	0	0	0	20.0 	40.0 	40.0 
023389	19	0	3	0	2	0	0.0 	15.8 	15.8 
023018	10	1	1	0	0	0	10.0 	20.0 	20.0 
027284	8	0	0	0	0	0	0.0 	0.0 	0.0 
024191	20	1	1	2	1	1	5.0 	10.0 	20.0 
024474	1	0	0	0	0	0	0.0 	0.0 	0.0 
025120	5	0	0	0	0	0	0.0 	0.0 	0.0 
024749	19	6	2	0	1	2	31.6 	42.1 	42.1 
025036	7	1	0	2	1	1	14.3 	14.3 	42.9 
024197	32	3	2	1	6	4	9.4 	15.6 	18.8 
024193	22	1	0	2	1	5	4.5 	4.5 	13.6 
025135	19	0	1	1	1	1	0.0 	5.3 	10.5 
024861	2	0	0	0	0	0	0.0 	0.0 	0.0 
024130	3	0	0	0	0	0	0.0 	0.0 	0.0 
022787	47	0	2	5	6	8	0.0 	4.3 	14.9 
023209	18	2	3	4	0	3	11.1 	27.8 	50.0 
021027	18	9	3	3	1	1	50.0 	66.7 	83.3 
023201	28	7	14	3	1	2	25.0 	75.0 	85.7 
023394	20	4	2	4	2	2	20.0 	30.0 	50.0 
023382	13	0	2	2	0	2	0.0 	15.4 	30.8 
023245	3	0	0	0	1	0	0.0 	0.0 	0.0 
022604	19	0	0	0	1	1	0.0 	0.0 	0.0 
023133	13	0	2	0	0	0	0.0 	15.4 	15.4 
025076	17	0	1	1	1	0	0.0 	5.9 	11.8 
024548	12	0	1	1	0	0	0.0 	8.3 	16.7 
024303	28	0	1	0	4	1	0.0 	3.6 	3.6 
024273	19	2	4	1	1	3	10.5 	31.6 	36.8 
024783	14	2	2	2	0	0	14.3 	28.6 	42.9 
025345	29	0	5	4	2	4	0.0 	17.2 	31.0 
024745	11	1	0	0	2	1	9.1 	9.1 	9.1 
024825	16	0	0	0	1	4	0.0 	0.0 	0.0 
024481	14	0	0	3	1	1	0.0 	0.0 	21.4 
024710	21	0	0	0	0	3	0.0 	0.0 	0.0 
027286	17	1	1	1	4	3	5.9 	11.8 	17.6 
025665	21	1	1	1	0	1	4.8 	9.5 	14.3 
023260	17	3	2	3	0	1	17.6 	29.4 	47.1 
022973	18	1	1	3	0	0	5.6 	11.1 	27.8 
022635	14	0	0	1	2	1	0.0 	0.0 	7.1 
025045	41	4	5	4	10	3	9.8 	22.0 	31.7 
024567	7	0	0	3	1	0	0.0 	0.0 	42.9 
025081	11	1	3	0	0	1	9.1 	36.4 	36.4 
024720	2	0	0	0	0	0	0.0 	0.0 	0.0 
025252	12	0	0	0	0	1	0.0 	0.0 	0.0 
022778	10	2	0	0	1	0	20.0 	20.0 	20.0 
024855	25	2	3	1	2	2	8.0 	20.0 	24.0 
024903	38	10	6	3	3	2	26.3 	42.1 	50.0 
024674	3	1	0	1	0	0	33.3 	33.3 	66.7 
024262	14	0	1	3	1	2	0.0 	7.1 	28.6 
025364	17	2	0	2	1	1	11.8 	11.8 	23.5 
024163	6	0	0	0	0	0	0.0 	0.0 	0.0 
025652	25	0	3	0	0	0	0.0 	12.0 	12.0 
023021	8	0	2	0	1	2	0.0 	25.0 	25.0 
022925	17	0	3	2	3	1	0.0 	17.6 	29.4 
025261	3	1	0	1	0	0	33.3 	33.3 	66.7 
025414	5	1	0	0	0	1	20.0 	20.0 	20.0 
024282	25	3	5	2	2	2	12.0 	32.0 	40.0 
024802	18	2	0	1	4	0	11.1 	11.1 	16.7 
024274	5	0	0	1	1	0	0.0 	0.0 	20.0 
024279	31	3	1	2	3	2	9.7 	12.9 	19.4 
022513	20	1	2	0	1	0	5.0 	15.0 	15.0 
023093	14	2	1	1	1	3	14.3 	21.4 	28.6 
022459	16	0	1	3	2	2	0.0 	6.3 	25.0 
023207	15	6	0	2	1	0	40.0 	40.0 	53.3 
022206	11	0	1	1	2	1	0.0 	9.1 	18.2 
027243	27	3	4	1	1	1	11.1 	25.9 	29.6 
025334	33	4	2	2	4	4	12.1 	18.2 	24.2 
024532	10	1	0	2	0	0	10.0 	10.0 	30.0 
024429	3	2	1	0	0	0	66.7 	100.0 	100.0 
022808	16	1	1	4	2	1	6.3 	12.5 	37.5 
022529	15	2	1	1	0	0	13.3 	20.0 	26.7 
023343	18	1	4	0	2	0	5.6 	27.8 	27.8 
024909	6	0	1	1	0	0	0.0 	16.7 	33.3 
025394	9	0	1	0	0	0	0.0 	11.1 	11.1 
025320	9	1	1	0	2	2	11.1 	22.2 	22.2 
024441	25	3	4	0	4	3	12.0 	28.0 	28.0 
025029	18	4	2	0	1	1	22.2 	33.3 	33.3 
025050	1	0	0	0	0	0	0.0 	0.0 	0.0 
025032	18	4	2	2	5	0	22.2 	33.3 	44.4 
024160	5	0	0	0	0	0	0.0 	0.0 	0.0 
023004	4	0	0	0	0	0	0.0 	0.0 	0.0 
022461	13	0	2	3	0	1	0.0 	15.4 	38.5 
024467	19	0	1	0	1	1	0.0 	5.3 	5.3 
024316	11	0	0	1	0	0	0.0 	0.0 	9.1 
025014	10	1	2	1	2	1	10.0 	30.0 	40.0 
024362	1	0	0	0	0	0	0.0 	0.0 	0.0 
022727	5	0	0	0	0	0	0.0 	0.0 	0.0 
023070	21	6	7	2	3	0	28.6 	61.9 	71.4 
024505	19	1	1	4	0	0	5.3 	10.5 	31.6 
025185	2	0	0	0	0	0	0.0 	0.0 	0.0 
022966	5	0	0	0	1	1	0.0 	0.0 	0.0 
022761	12	1	0	1	0	2	8.3 	8.3 	16.7 
027344	10	0	0	0	1	1	0.0 	0.0 	0.0 
025799	15	1	3	2	4	1	6.7 	26.7 	40.0 
027294	1	0	0	0	0	0	0.0 	0.0 	0.0 
022710	8	1	1	1	0	2	12.5 	25.0 	37.5 
023261	26	3	1	3	5	1	11.5 	15.4 	26.9 
022844	2	0	0	0	0	0	0.0 	0.0 	0.0 
022867	4	0	0	0	0	0	0.0 	0.0 	0.0 
024214	1	0	0	0	0	0	0.0 	0.0 	0.0 
022671	7	3	2	0	0	0	42.9 	71.4 	71.4 
025538	4	1	1	0	0	0	25.0 	50.0 	50.0 
024437	3	0	0	0	0	0	0.0 	0.0 	0.0 
025395	13	3	0	0	0	4	23.1 	23.1 	23.1 
022587	10	1	1	1	0	0	10.0 	20.0 	30.0 
022642	24	1	1	2	3	3	4.2 	8.3 	16.7 
024161	10	3	0	1	0	3	30.0 	30.0 	40.0 
022579	27	4	2	2	3	2	14.8 	22.2 	29.6 
024715	0	0	0	0	0	0	0.0 	0.0 	0.0 
023146	24	3	3	5	2	1	12.5 	25.0 	45.8 
022476	4	0	0	0	0	0	0.0 	0.0 	0.0 
024213	3	1	0	0	0	0	33.3 	33.3 	33.3 
024871	2	0	0	0	0	0	0.0 	0.0 	0.0 
023167	6	1	0	1	0	0	16.7 	16.7 	33.3 
023169	1	0	0	0	0	1	0.0 	0.0 	0.0 
025662	14	0	0	0	0	1	0.0 	0.0 	0.0 
023083	3	0	0	0	0	0	0.0 	0.0 	0.0 
025516	4	0	0	0	0	0	0.0 	0.0 	0.0 
025390	1	0	0	0	0	0	0.0 	0.0 	0.0 
022453	4	1	1	2	0	0	25.0 	50.0 	100.0 
025444	14	3	3	0	1	1	21.4 	42.9 	42.9 
024300	14	4	1	1	1	1	28.6 	35.7 	42.9 
023269	2	0	0	0	0	0	0.0 	0.0 	0.0 
025041	7	1	1	0	0	0	14.3 	28.6 	28.6 
024512	21	2	1	3	3	1	9.5 	14.3 	28.6 
022750	1	0	0	0	0	0	0.0 	0.0 	0.0 
022632	1	0	0	0	0	0	0.0 	0.0 	0.0 
022999	18	0	0	0	0	1	0.0 	0.0 	0.0 
022662	6	0	2	0	1	0	0.0 	33.3 	33.3 
022748	1	0	0	0	0	0	0.0 	0.0 	0.0 
023266	1	0	0	0	0	0	0.0 	0.0 	0.0 
022417	4	0	0	0	0	0	0.0 	0.0 	0.0 
023526	1	0	0	0	0	0	0.0 	0.0 	0.0 
022495	4	0	0	0	0	0	0.0 	0.0 	0.0 
022980	36	4	3	5	1	0	11.1 	19.4 	33.3 
022310	3	0	0	0	0	0	0.0 	0.0 	0.0 
023105	2	0	0	0	0	0	0.0 	0.0 	0.0 
022680	5	0	0	0	0	3	0.0 	0.0 	0.0 
023163	3	0	0	0	0	0	0.0 	0.0 	0.0 
025446	4	0	0	0	0	0	0.0 	0.0 	0.0 
023099	1	0	0	0	0	0	0.0 	0.0 	0.0 
022340	2	0	0	0	0	0	0.0 	0.0 	0.0 
022944	3	0	0	0	0	0	0.0 	0.0 	0.0 
022981	2	0	0	0	0	0	0.0 	0.0 	0.0 
022232	1	0	0	0	0	0	0.0 	0.0 	0.0 
022918	1	0	0	0	0	0	0.0 	0.0 	0.0 
022311	1	0	0	0	0	0	0.0 	0.0 	0.0 
024486	14	0	2	1	1	2	0.0 	14.3 	21.4 
024445	20	0	1	5	1	2	0.0 	5.0 	30.0 
024087	26	1	1	2	7	2	3.8 	7.7 	15.4 
024686	11	0	0	0	0	2	0.0 	0.0 	0.0 
024980	10	0	0	0	0	2	0.0 	0.0 	0.0 
024547	4	0	0	0	1	0	0.0 	0.0 	0.0 
024786	25	0	1	3	2	3	0.0 	4.0 	16.0 
025331	50	0	2	1	2	3	0.0 	4.0 	6.0 
025095	4	0	0	0	0	0	0.0 	0.0 	0.0 
025116	3	0	0	0	0	0	0.0 	0.0 	0.0 
024169	14	0	0	0	0	1	0.0 	0.0 	0.0 
026911	22	6	3	0	2	0	27.3 	40.9 	40.9 
026890	17	2	3	5	2	0	11.8 	29.4 	58.8 
024658	30	1	3	1	2	6	3.3 	13.3 	16.7 
027060	12	1	1	2	0	1	8.3 	16.7 	33.3 
026829	33	3	3	6	6	1	9.1 	18.2 	36.4 
024810	12	0	2	1	1	0	0.0 	16.7 	25.0 
025408	22	1	1	1	0	1	4.5 	9.1 	13.6 
026785	25	3	4	5	0	5	12.0 	28.0 	48.0 
026353	6	3	1	0	1	0	50.0 	66.7 	66.7 
026608	9	0	2	0	1	0	0.0 	22.2 	22.2 
026599	11	1	2	4	0	1	9.1 	27.3 	63.6 
025839	10	1	0	4	1	3	10.0 	10.0 	50.0 
026779	4	0	0	0	0	1	0.0 	0.0 	0.0 
026748	16	1	0	1	7	1	6.3 	6.3 	12.5 
026981	6	0	0	0	0	0	0.0 	0.0 	0.0 
026096	23	0	0	3	4	2	0.0 	0.0 	13.0 
026454	26	1	6	4	2	4	3.8 	26.9 	42.3 
025931	20	1	5	3	1	1	5.0 	30.0 	45.0 
025841	23	1	1	2	1	1	4.3 	8.7 	17.4 
027127	18	0	1	2	1	1	0.0 	5.6 	16.7 
029039	23	1	3	3	2	2	4.3 	17.4 	30.4 
027445	27	2	2	2	0	3	7.4 	14.8 	22.2 
029191	29	1	1	1	0	4	3.4 	6.9 	10.3 
029025	30	9	4	3	2	2	30.0 	43.3 	53.3 
029140	23	2	0	0	1	4	8.7 	8.7 	8.7 
029145	7	0	0	0	1	0	0.0 	0.0 	0.0 
029158	18	0	2	1	1	1	0.0 	11.1 	16.7 
029131	15	2	0	0	2	1	13.3 	13.3 	13.3 
029170	24	1	2	1	1	3	4.2 	12.5 	16.7 
029286	5	0	0	0	0	0	0.0 	0.0 	0.0 
029249	35	0	2	1	1	3	0.0 	5.7 	8.6 
029149	2	0	0	0	1	0	0.0 	0.0 	0.0 
026844	45	6	2	3	7	6	13.3 	17.8 	24.4 
025913	19	1	3	2	2	0	5.3 	21.1 	31.6 
026308	38	2	6	4	2	7	5.3 	21.1 	31.6 
026784	17	2	1	3	3	1	11.8 	17.6 	35.3 
026115	20	2	2	2	6	5	10.0 	20.0 	30.0 
026418	32	4	3	5	4	4	12.5 	21.9 	37.5 
027037	5	1	2	0	0	0	20.0 	60.0 	60.0 
025822	24	5	2	1	5	5	20.8 	29.2 	33.3 
027035	30	1	3	3	2	4	3.3 	13.3 	23.3 
027109	27	3	2	2	2	3	11.1 	18.5 	25.9 
026122	21	1	1	0	2	5	4.8 	9.5 	9.5 
026103	16	2	0	4	2	2	12.5 	12.5 	37.5 
026954	23	2	1	3	4	0	8.7 	13.0 	26.1 
025959	13	0	2	0	1	1	0.0 	15.4 	15.4 
029193	24	5	3	3	5	0	20.8 	33.3 	45.8 
029127	30	2	3	5	1	3	6.7 	16.7 	33.3 
029148	13	2	3	1	1	4	15.4 	38.5 	46.2 
029161	32	0	3	3	9	0	0.0 	9.4 	18.8 
029138	13	1	1	2	2	2	7.7 	15.4 	30.8 
029123	6	1	1	0	0	1	16.7 	33.3 	33.3 
027423	7	1	1	0	1	0	14.3 	28.6 	28.6 
029056	17	2	0	3	0	1	11.8 	11.8 	29.4 
029194	24	0	2	1	2	2	0.0 	8.3 	12.5 
029285	7	1	0	1	1	1	14.3 	14.3 	28.6 
029181	29	0	1	3	1	4	0.0 	3.4 	13.8 
029125	12	0	1	0	0	1	0.0 	8.3 	8.3 
029164	11	2	0	0	0	1	18.2 	18.2 	18.2 
029135	34	0	0	2	4	5	0.0 	0.0 	5.9 
025119	11	3	3	0	1	1	27.3 	54.5 	54.5 
026147	16	2	3	2	0	1	12.5 	31.3 	43.8 
025139	12	2	3	0	3	1	16.7 	41.7 	41.7 
025827	26	5	1	3	2	6	19.2 	23.1 	34.6 
025086	24	4	3	4	1	1	16.7 	29.2 	45.8 
025917	33	4	2	4	3	2	12.1 	18.2 	30.3 
024618	18	1	1	3	1	3	5.6 	11.1 	27.8 
026081	26	4	4	1	1	2	15.4 	30.8 	34.6 
027499	33	1	3	0	8	4	3.0 	12.1 	12.1 
027496	14	2	3	2	1	0	14.3 	35.7 	50.0 
025916	8	2	1	1	1	0	25.0 	37.5 	50.0 
026997	17	2	1	2	2	1	11.8 	17.6 	29.4 
025166	16	1	0	0	1	2	6.3 	6.3 	6.3 
026589	11	1	2	1	0	0	9.1 	27.3 	36.4 
027100	26	6	1	1	3	2	23.1 	26.9 	30.8 
025321	16	1	2	1	2	0	6.3 	18.8 	25.0 
024215	17	1	1	3	2	2	5.9 	11.8 	29.4 
024346	22	1	1	3	2	5	4.5 	9.1 	22.7 
024776	34	3	3	2	3	3	8.8 	17.6 	23.5 
024108	20	1	2	2	3	0	5.0 	15.0 	25.0 
025371	36	0	0	1	0	0	0.0 	0.0 	2.8 
024772	11	0	0	1	0	2	0.0 	0.0 	9.1 
025106	9	0	0	0	1	0	0.0 	0.0 	0.0 
025322	6	0	0	0	0	0	0.0 	0.0 	0.0 
027368	12	1	0	1	1	1	8.3 	8.3 	16.7 
027147	16	0	0	2	1	1	0.0 	0.0 	12.5 
027150	9	0	0	0	0	1	0.0 	0.0 	0.0 
027501	11	0	0	0	0	2	0.0 	0.0 	0.0 
027426	11	0	0	0	0	0	0.0 	0.0 	0.0 
024268	11	0	0	0	0	2	0.0 	0.0 	0.0 
026117	28	2	6	0	4	2	7.1 	28.6 	28.6 
026539	17	0	4	2	1	3	0.0 	23.5 	35.3 
026972	40	5	7	7	2	3	12.5 	30.0 	47.5 
026482	54	4	3	3	6	5	7.4 	13.0 	18.5 
026682	10	0	0	1	1	3	0.0 	0.0 	10.0 
026389	38	1	0	3	2	4	2.6 	2.6 	10.5 
025972	7	1	1	1	0	0	14.3 	28.6 	42.9 
026585	15	0	1	0	1	2	0.0 	6.7 	6.7 
026214	21	2	4	1	1	2	9.5 	28.6 	33.3 
026960	33	0	1	4	1	3	0.0 	3.0 	15.2 
026058	17	0	1	1	2	1	0.0 	5.9 	11.8 
026805	15	0	0	0	0	2	0.0 	0.0 	0.0 
025884	1	1	0	0	0	0	100.0 	100.0 	100.0 
026242	9	0	1	0	0	1	0.0 	11.1 	11.1 
026552	37	3	1	5	6	4	8.1 	10.8 	24.3 
026055	6	0	0	0	1	0	0.0 	0.0 	0.0 
026322	30	0	2	2	4	5	0.0 	6.7 	13.3 
026256	10	0	1	0	1	0	0.0 	10.0 	10.0 
025835	7	0	0	0	0	0	0.0 	0.0 	0.0 
026920	2	0	0	0	0	0	0.0 	0.0 	0.0 
026507	8	0	0	0	0	1	0.0 	0.0 	0.0 
026398	1	0	0	0	0	0	0.0 	0.0 	0.0 
026880	18	0	0	0	0	0	0.0 	0.0 	0.0 
026941	38	0	2	1	1	2	0.0 	5.3 	7.9 
029129	9	2	1	1	0	2	22.2 	33.3 	44.4 
029245	19	3	4	6	1	0	15.8 	36.8 	68.4 
029120	31	2	5	3	6	3	6.5 	22.6 	32.3 
029155	38	5	3	4	7	2	13.2 	21.1 	31.6 
029117	18	2	2	2	3	2	11.1 	22.2 	33.3 
029121	23	1	4	2	3	2	4.3 	21.7 	30.4 
029197	16	2	3	3	1	1	12.5 	31.3 	50.0 
029154	12	0	0	1	0	1	0.0 	0.0 	8.3 
029058	14	1	0	1	0	2	7.1 	7.1 	14.3 
029250	34	2	0	2	1	7	5.9 	5.9 	11.8 
029241	21	0	0	5	8	1	0.0 	0.0 	23.8 
029062	25	2	1	1	1	3	8.0 	12.0 	16.0 
029167	16	1	0	0	0	0	6.3 	6.3 	6.3 
029013	8	0	0	1	0	1	0.0 	0.0 	12.5 
026080	28	2	5	3	2	4	7.1 	25.0 	35.7 
025225	9	1	2	1	0	0	11.1 	33.3 	44.4 
025920	26	5	3	4	1	2	19.2 	30.8 	46.2 
024574	28	0	3	2	3	4	0.0 	10.7 	17.9 
026120	26	2	5	3	4	1	7.7 	26.9 	38.5 
024443	15	1	0	1	3	2	6.7 	6.7 	13.3 
026663	3	1	0	1	0	0	33.3 	33.3 	66.7 
024284	27	1	2	1	1	0	3.7 	11.1 	14.8 
024498	39	0	3	4	6	2	0.0 	7.7 	17.9 
024543	23	2	1	1	1	0	8.7 	13.0 	17.4 
025068	23	0	0	5	1	4	0.0 	0.0 	21.7 
025071	26	0	0	1	5	2	0.0 	0.0 	3.8 
024105	12	0	0	0	0	1	0.0 	0.0 	0.0 
024124	29	1	0	5	1	5	3.4 	3.4 	20.7 
025215	11	0	0	0	0	0	0.0 	0.0 	0.0 
024819	9	0	0	0	0	0	0.0 	0.0 	0.0 
026150	20	4	4	2	2	1	20.0 	40.0 	50.0 
026657	31	3	7	5	3	4	9.7 	32.3 	48.4 
026358	16	2	4	1	1	0	12.5 	37.5 	43.8 
024067	13	1	0	3	2	1	7.7 	7.7 	30.8 
025859	11	1	2	1	0	1	9.1 	27.3 	36.4 
024694	14	2	2	0	2	0	14.3 	28.6 	28.6 
024081	43	0	4	4	10	2	0.0 	9.3 	18.6 
027086	43	2	4	1	6	3	4.7 	14.0 	16.3 
024453	31	2	4	4	1	2	6.5 	19.4 	32.3 
029113	24	8	5	3	2	2	33.3 	54.2 	66.7 
029031	20	2	1	4	2	2	10.0 	15.0 	35.0 
025201	19	4	6	1	1	1	21.1 	52.6 	57.9 
024541	15	3	3	6	0	0	20.0 	40.0 	80.0 
025066	17	2	4	4	1	3	11.8 	35.3 	58.8 
024721	12	3	3	2	2	0	25.0 	50.0 	66.7 
024425	34	2	4	4	6	3	5.9 	17.6 	29.4 
024726	26	1	2	1	3	4	3.8 	11.5 	15.4 
024663	26	5	4	2	4	1	19.2 	34.6 	42.3 
024436	39	3	6	4	4	4	7.7 	23.1 	33.3 
025202	20	2	0	4	2	1	10.0 	10.0 	30.0 
025380	20	2	1	1	2	3	10.0 	15.0 	20.0 
025332	9	0	0	1	0	3	0.0 	0.0 	11.1 
024947	16	0	0	1	1	0	0.0 	0.0 	6.3 
024665	9	0	0	1	0	0	0.0 	0.0 	11.1 
024258	21	1	1	2	1	1	4.8 	9.5 	19.0 
024586	12	0	0	1	0	0	0.0 	0.0 	8.3 
024281	18	0	1	2	5	3	0.0 	5.6 	16.7 
025112	14	0	1	0	0	1	0.0 	7.1 	7.1 
024593	11	2	1	1	1	1	18.2 	27.3 	36.4 
024577	31	2	3	3	6	1	6.5 	16.1 	25.8 
025907	26	2	4	2	5	2	7.7 	23.1 	30.8 
026207	43	1	1	5	5	10	2.3 	4.7 	16.3 
024434	15	1	2	1	2	1	6.7 	20.0 	26.7 
026915	24	2	2	1	1	2	8.3 	16.7 	20.8 
027014	22	1	0	0	1	0	4.5 	4.5 	4.5 
025306	19	0	2	1	1	1	0.0 	10.5 	15.8 
025384	16	0	1	2	0	2	0.0 	6.3 	18.8 
024899	23	1	1	4	1	2	4.3 	8.7 	26.1 
025243	13	1	0	3	1	0	7.7 	7.7 	30.8 
025975	23	7	1	0	1	2	30.4 	34.8 	34.8 
026365	13	1	2	2	0	0	7.7 	23.1 	38.5 
026617	18	2	0	1	1	1	11.1 	11.1 	16.7 
027132	20	1	2	2	2	1	5.0 	15.0 	25.0 
025833	40	5	4	11	4	9	12.5 	22.5 	50.0 
027121	38	0	4	5	1	2	0.0 	10.5 	23.7 
027112	39	4	3	6	6	6	10.3 	17.9 	33.3 
026199	29	2	2	0	3	4	6.9 	13.8 	13.8 
025820	13	1	0	0	0	1	7.7 	7.7 	7.7 
026914	16	3	1	0	1	1	18.8 	25.0 	25.0 
025852	15	1	0	0	2	3	6.7 	6.7 	6.7 
026660	9	1	0	0	0	0	11.1 	11.1 	11.1 
029157	27	1	1	1	4	1	3.7 	7.4 	11.1 
029169	10	0	3	0	0	0	0.0 	30.0 	30.0 
029183	10	1	2	4	0	1	10.0 	30.0 	70.0 
029030	15	1	0	2	3	2	6.7 	6.7 	20.0 
029248	16	1	1	1	0	3	6.3 	12.5 	18.8 
029141	17	2	0	5	2	1	11.8 	11.8 	41.2 
029188	15	1	2	3	2	1	6.7 	20.0 	40.0 
029247	21	1	4	1	3	4	4.8 	23.8 	28.6 
029115	7	0	0	1	0	0	0.0 	0.0 	14.3 
029186	36	1	6	5	3	3	2.8 	19.4 	33.3 
029195	11	0	0	0	1	0	0.0 	0.0 	0.0 
029132	28	0	4	3	2	3	0.0 	14.3 	25.0 
026016	53	8	4	8	4	3	15.1 	22.6 	37.7 
026814	20	4	3	0	2	2	20.0 	35.0 	35.0 
026496	10	2	0	3	3	0	20.0 	20.0 	50.0 
026264	8	1	3	1	2	1	12.5 	50.0 	62.5 
026069	19	2	3	0	1	1	10.5 	26.3 	26.3 
026853	24	0	1	3	2	4	0.0 	4.2 	16.7 
026773	26	3	4	0	1	2	11.5 	26.9 	26.9 
026716	22	1	1	1	1	2	4.5 	9.1 	13.6 
026184	15	1	1	1	1	0	6.7 	13.3 	20.0 
026658	2	0	0	0	0	0	0.0 	0.0 	0.0 
026354	38	0	2	1	5	3	0.0 	5.3 	7.9 
026492	5	0	0	0	0	0	0.0 	0.0 	0.0 
026843	14	0	0	0	0	0	0.0 	0.0 	0.0 
025885	2	0	0	0	0	0	0.0 	0.0 	0.0 
027495	5	1	2	0	1	0	20.0 	60.0 	60.0 
027296	27	0	1	1	6	4	0.0 	3.7 	7.4 
027500	18	0	0	0	0	1	0.0 	0.0 	0.0 
027494	4	0	0	0	0	0	0.0 	0.0 	0.0 
027503	9	0	0	0	0	0	0.0 	0.0 	0.0 
027502	15	0	0	0	1	1	0.0 	0.0 	0.0 
027498	20	0	0	1	0	1	0.0 	0.0 	5.0 
027341	16	0	0	0	3	2	0.0 	0.0 	0.0 
029014	14	9	2	1	0	0	64.3 	78.6 	85.7 
024452	18	10	3	0	3	0	55.6 	72.2 	72.2 
025227	23	9	4	0	1	3	39.1 	56.5 	56.5 
027164	17	4	2	3	3	0	23.5 	35.3 	52.9 
023086	26	9	4	1	2	2	34.6 	50.0 	53.8 
026732	15	4	0	1	4	1	26.7 	26.7 	33.3 
026216	20	5	4	3	0	2	25.0 	45.0 	60.0 
024685	15	1	2	1	3	1	6.7 	20.0 	26.7 
025053	14	2	2	0	0	2	14.3 	28.6 	28.6 
025370	39	2	2	5	3	6	5.1 	10.3 	23.1 
024417	64	6	1	3	10	9	9.4 	10.9 	15.6 
024440	27	1	2	5	3	2	3.7 	11.1 	29.6 
025124	20	1	1	1	3	3	5.0 	10.0 	15.0 
024544	12	0	0	0	0	0	0.0 	0.0 	0.0 
025006	13	0	1	0	0	1	0.0 	7.7 	7.7 
024654	21	0	0	1	1	1	0.0 	0.0 	4.8 
024289	7	0	0	0	0	0	0.0 	0.0 	0.0 
027049	26	6	1	4	1	2	23.1 	26.9 	42.3 
024178	22	0	1	4	2	4	0.0 	4.5 	22.7 
024301	22	2	1	0	5	2	9.1 	13.6 	13.6 
024709	14	1	1	1	0	2	7.1 	14.3 	21.4 
025344	46	1	5	2	1	10	2.2 	13.0 	17.4 
025363	16	0	2	3	0	2	0.0 	12.5 	31.3 
024270	15	1	0	1	1	1	6.7 	6.7 	13.3 
026581	9	1	0	0	1	1	11.1 	11.1 	11.1 
027073	4	1	2	0	0	0	25.0 	75.0 	75.0 
026098	11	0	2	0	1	1	0.0 	18.2 	18.2 
026401	8	0	1	2	0	0	0.0 	12.5 	37.5 
026452	7	0	1	0	1	0	0.0 	14.3 	14.3 
027044	59	0	1	6	2	3	0.0 	1.7 	11.9 
026623	23	1	1	3	0	0	4.3 	8.7 	21.7 
025952	6	0	0	1	0	0	0.0 	0.0 	16.7 
027117	7	0	0	1	1	1	0.0 	0.0 	14.3 
026515	8	0	0	0	0	0	0.0 	0.0 	0.0 
026124	21	1	0	1	1	2	4.8 	4.8 	9.5 
025853	33	0	2	3	3	2	0.0 	6.1 	15.2 
026989	26	1	1	3	4	1	3.8 	7.7 	19.2 
026368	12	2	0	2	0	1	16.7 	16.7 	33.3 
026148	26	1	10	3	2	4	3.8 	42.3 	53.8 
